"asin","date","text","imageUrlList","numberOfHelpful","parentReviewId","rate","reviewId","title","username","verified","keyword","date_raw","year","month","day","year_month","quarter","year_quarter","country"
"B07PZF5C2J",2020-02-05,"There need to be more answer cards and less question cards to make this game better. It is quite fun to play but you will burn through the answers.","",0,NA,3,"R142DM7YWDJ6U7","Needs more answer cards","Philip Myers","True","Game","Reviewed in the United States on February 5, 2020",2020,"February","Wednesday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-05,"It's a good game. My grandmother bought it for my sister and she loves it","",0,NA,5,"R28M7DGC6QS7N5","Good game",".?.?.?.?.?.?.","True","Game","Reviewed in the United States on February 5, 2020",2020,"February","Wednesday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-04,"A diff take on a card game similar to CAH! Very fun enjoyed it the whole night!","",0,NA,5,"RLHZJ2036FEDU","Adult Friend fun :)","Artanis","True","Game","Reviewed in the United States on February 4, 2020",2020,"February","Tuesday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-03,"Could of been funnier. Majority of the cards were disappointingly corny!","",0,NA,2,"R1AAPDU2F9577A","Should of purchased another game","Amazon Customer","True","Game","Reviewed in the United States on February 3, 2020",2020,"February","Monday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-02,"I love this game!","",0,NA,5,"R39M99LIKAH8AB","So Funny! Very Fun!","TechnologyEnthusiast21","True","Game","Reviewed in the United States on February 2, 2020",2020,"February","Sunday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-02,"It’s not a fun game. Not even comparable to cards against humanity, if you want that raunchy adult humor then avoid this game.","",0,NA,2,"R3844EKCNA45NR","Only good for a young age group","locs","True","Game","Reviewed in the United States on February 2, 2020",2020,"February","Sunday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-02,"This game is really funny and entertaining. Great for a Friday night game night with friends and family.","",0,NA,5,"R2MJ1IXG3H3FU8","Funny","stephanie","True","Game","Reviewed in the United States on February 2, 2020",2020,"February","Sunday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-02,"Fun game","",0,NA,5,"R38N4IFYEFRQG2","Awsome","victoria p","True","Game","Reviewed in the United States on February 2, 2020",2020,"February","Sunday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-02,"Kind of like cards against humanity but not al dirty.","",0,NA,4,"R8R92M46FDERN","Fun game","Crystal","True","Game","Reviewed in the United States on February 2, 2020",2020,"February","Sunday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-01,"My friends and I love playing this game.","",0,NA,5,"R214127AKT5VS9","Highly recommend.","Alexis Gasper","True","Game","Reviewed in the United States on February 1, 2020",2020,"February","Saturday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-02-01,"Love it but feel like its to much for it","",0,NA,5,"R2L4WHGBX6A3PW","To much money, but great product","brandi b.","True","Game","Reviewed in the United States on February 1, 2020",2020,"February","Saturday","2020/02","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-31,"The media could not be loaded. Hysterical game we played over the holidays! Not for younger kids!","",3,NA,5,"R2H80KLLA61ML5","So much fun!","Amazon Customer","True","Game","Reviewed in the United States on January 31, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-31,"Almost found this funnier then cards against humanity! Word to the wise: don't drink water or any beverages while someone is reading the cards out loud. Everyone might leave a little wet when you spew your drink. Was laughing so hard I cried.","",0,NA,5,"R36AGGOXGWAATO","Hilarious!","Elizabeth Brady","True","Game","Reviewed in the United States on January 31, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-31,"Hilarious.","",0,NA,5,"RHHV07ILSVSLY","Great game","Amazon Customer","True","Game","Reviewed in the United States on January 31, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-31,"Great game! Played with a whole new group of people and everyone picked up on it quickly and has a great time.","",0,NA,5,"R2T04MMHX1UJVJ","Great Game Night Addition","Danielle","True","Game","Reviewed in the United States on January 31, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-31,"Bought this right before the holidays and it was a huge hit. It was easy to learn and we had a great time playing as a group of 6. Love the concept and laughed a ton playing!","",0,NA,5,"R26HOQD2E2YBUH","Easy to learn and fun!","aerialartist","True","Game","Reviewed in the United States on January 31, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-30,"One out of eight combinations is hilarious but the other seven out of eight just don’t even make sense. I gave it a meh.........","['https://images-na.ssl-images-amazon.com/images/I/7190nxPpBlL._SY88.jpg']",0,NA,3,"R3AZW9PMS9LUZ8","Not for kids for sure.","Candice Martin","True","Game","Reviewed in the United States on January 30, 2020",2020,"January","Thursday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-30,"Ok game","",0,NA,2,"R1DC02XIC1MB8D","It’s ok I have seen better","Rogelio M. Ramos","True","Game","Reviewed in the United States on January 30, 2020",2020,"January","Thursday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-30,"If you’re looking for something as vulgar as cards against humanity - this ain’t it sis. It’s more on the childish side. It’s still a fun game. But - give me the cuss words and the inappropriateness.","",0,NA,2,"R3ROFH4ZF2LEB6","On the fence with this one","Danielle Casson","True","Game","Reviewed in the United States on January 30, 2020",2020,"January","Thursday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-29,"Had so much fun playing this with my older sisters","",0,NA,5,"R2GNY1SWHNGIOU","Well worth it","Smith","True","Game","Reviewed in the United States on January 29, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-29,"Game was super lame","",0,NA,1,"R34G9J2629U4X8","Lame","Amazon Customer","True","Game","Reviewed in the United States on January 29, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-29,"Gave as a gift, they liked it","",0,NA,5,"R3H2MFLJAVVXYA","Quality","DUANE A. RICHARD","True","Game","Reviewed in the United States on January 29, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-29,"This is basically cards against humanity if cards against humanity rarely made sense and wasn't funny, what do you meme was alright but they really s**t the best on this one. It sounded good so I got two one for a white elephant party and one for myself and I still gave both away. One to a person I didnt like and the other with a completely different game to minimize the disappointment they will feel playing this one.","",0,NA,2,"RFF7E1CARAHCZ","If you want to buy something from them that doesnt suck get what do you meme.","Uriel McKay","True","Game","Reviewed in the United States on January 29, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-29,"Great to play","",0,NA,5,"R1X07ZONJXHLDE","Fun","Amazon Customer","True","Game","Reviewed in the United States on January 29, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-28,"Not for kids","",0,NA,1,"RO5RO98RFER41","Not for kids","Jazmin Ruiz","True","Game","Reviewed in the United States on January 28, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-28,"Then you will like this game too. Exact same concept as Cards Against Humanity, only the cards are texts and the potential replies. The only negative thing about this game is that if you are older than 35 you may not understand some of the lingo that is used. I had to ask my kids what a couple of the cards meant!","",0,NA,4,"R29N74IOIJK8QV","If you like Cards Against Humanity....","Andrew's Mom","True","Game","Reviewed in the United States on January 28, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-28,"Great for parties!","",0,NA,5,"R16JDM9NWVJ9N6","Awesome","KB","True","Game","Reviewed in the United States on January 28, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-28,"My 21 year old sister asked for this and she and her friends are loving it. Perfect gift for college age people.","",0,NA,5,"R2ICG5GYXVHIF5","fun!","Amazon Customer","True","Game","Reviewed in the United States on January 28, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-28,"Love the game but ended up needing to reuse cards in the same game with 10 people. Would be great with less people or with more cards to play with.","",0,NA,4,"R1XRG309QUG8N","Fun","Laura Anne Boomgarden","True","Game","Reviewed in the United States on January 28, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-28,"Super easy game to learn, it will make you cry from laughter","",0,NA,5,"R2J9LEEBUUYU5R","Fun fun fun","Nikolics","True","Game","Reviewed in the United States on January 28, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-27,"This game is ok. Some of the inbox and replies don't make sense.","",0,NA,2,"R28I1JCJ0XK2IE","Jus ok","Deborah C.","True","Game","Reviewed in the United States on January 27, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-27,"Haha So much fun with the family!! Want a good laugh, you'll get some! Just like apple's to apple's. But in the form of replying to text","",0,NA,5,"R1V77X3PPT1547","Fun!","Shawnyo","True","Game","Reviewed in the United States on January 27, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-27,"Had a great time playing this at our New Year's Eve family get together! Simple to learn.....everyone had a blast playing!","",0,NA,5,"R1QQU14O8UVB76","Great product!","SLD","True","Game","Reviewed in the United States on January 27, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-27,"It’s not as funny as I was expecting. We didn’t even last more than a few rounds before we got bored.","",0,NA,4,"R3SM98LFBCLB27","Not as funny as I hoped","Danielle","True","Game","Reviewed in the United States on January 27, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-27,"This game is hilarious and fun. Grab some friends and a few drinks and you could play for hours!","",0,NA,5,"R2DH439987XZF5","Hilarious fun game!!","Nikki Borchardt","True","Game","Reviewed in the United States on January 27, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-27,"I bought this for my teen daughter for Christmas. We played it with a group of people. It was appropriate for younger siblings and we had a great time.","",0,NA,5,"R178X9FHD4TOYM","Great gift","Rodney","True","Game","Reviewed in the United States on January 27, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-26,"I've wanted this game for so long now I have it!!","",0,NA,5,"R1VIQZLXRZOKZ0","Super fun with friends!","Terrell Crawford","True","Game","Reviewed in the United States on January 26, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-26,"Just like Cards against humanity, same idea. Better first couple times before it gets repetitive","",0,NA,4,"RXR1789Q8O5DH","Probably 2-4 good uses out of it, like CAH","Artem Neretin","True","Game","Reviewed in the United States on January 26, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-26,"Great family game. Many Laughs","",0,NA,4,"RTNR5A8MKGVY1","Great time","CJ Nathaniel Harrison","True","Game","Reviewed in the United States on January 26, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-26,"Fun game, good recommendation by Amazon! Very adult game, not recommend for kids though. This is for all amazon products not just this one...but hopefully amazon can think of a better eco friendly way to package things rather than bags. I like the amazon boxes they used to do! It’s recyclable and eco friendly!","",0,NA,5,"R2MZG4LCW56DVS","Hilarious game!","Emilie","True","Game","Reviewed in the United States on January 26, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-26,"It's a super fun party game with a group of friends!","",0,NA,5,"R23VA0VU9WFU8X","Hilarious","Anthony Olsen","True","Game","Reviewed in the United States on January 26, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-26,"Funny game. Great hit.","",0,NA,5,"R19ZWVJFFU0TUQ","Not suitable to play with your parents!","Mark Carter","True","Game","Reviewed in the United States on January 26, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-26,"So much fun. Laugh galore","",0,NA,5,"R2PK6F8ZVT7LZL","Hilarious","Jennifer","True","Game","Reviewed in the United States on January 26, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-25,"Okay um why you reading this review? Buy this game! So much fun! Had a great time with my family & friends playing this!","",0,NA,5,"R36PUZGE2RK18W","Buy this now","Ashleigh","True","Game","Reviewed in the United States on January 25, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-25,"Not as funny as I thought it would be. Probably better game when drunk.","",0,NA,2,"R12J2ZWOPLYX13","Meh","Amazon Customer","True","Game","Reviewed in the United States on January 25, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-24,"Really funny game to play. I gifted it to my brother who goes to game nights with his friends. Me and my siblings really enjoyed playing. It’s pretty addicting to play as well.","",0,NA,5,"R1PWP2XCEXQ774","Really funny game","Sarah","True","Game","Reviewed in the United States on January 24, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-22,"Great fun product!!","",0,NA,5,"RJ25EPZ30KD8P","Great transaction!","Joanie","True","Game","Reviewed in the United States on January 22, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-21,"We love What Do You Meme. This was very boring comparatively speaking. We played all of 15 minutes before everyone agreed it was a bust.","",0,NA,2,"R29YHBZZO9GBX5","Disappointing.","Melissa Guidry","True","Game","Reviewed in the United States on January 21, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-21,"This game is hilarious!! We were laughing till we were crying and we played for hours!! We will definitely be adding this to our rotation in game night! It is however not kid friendly lol.","",0,NA,5,"R2NMXT1933Q4F8","Such a fun game for game night! Just don’t let the littles play!","Christy","True","Game","Reviewed in the United States on January 21, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-21,"Cheap knock off of cards against humanity.","",0,NA,2,"R2OA8F5AOUSOKV","Just don't","krissy","True","Game","Reviewed in the United States on January 21, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-21,"Very fun and quick party game.","",0,NA,5,"R3ISLB0UGIUUSI","Buy it","Charles","True","Game","Reviewed in the United States on January 21, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-20,"Great laugh","",0,NA,5,"R2C3KMEHO051PM","Fun game to play lots of laughter","Celenea Brewer","True","Game","Reviewed in the United States on January 20, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-20,"It’s alright. It’s like a less raunchy version of cards against humanity. Not as funny.","",0,NA,3,"R1RI28Q9P3M1XZ","CAH knock off","Kyleigh Wilson","True","Game","Reviewed in the United States on January 20, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-20,"Dull","",0,NA,2,"R1O2VDFPH2NRYD","Dull","Linda","True","Game","Reviewed in the United States on January 20, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-19,"It's fun to play. An update version would be fun","",0,NA,4,"R8CVSHSF86UMC","Fun","Marissa Moats","True","Game","Reviewed in the United States on January 19, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-19,"Fun game!","",0,NA,5,"R2B6559QWC3A4G","Good times","Anna F.","True","Game","Reviewed in the United States on January 19, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-19,"Gets old fast","",0,NA,1,"R6UQ4W36W2LAM","Blah","Tool Buyer","True","Game","Reviewed in the United States on January 19, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-19,"Excellent Product!","",0,NA,5,"R1EFRFH49YLUAF","Excellent Product!","Camelia Farmer Savage","True","Game","Reviewed in the United States on January 19, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-19,"The game was super fun with friends a little edgy around younger group but duh it says that but overall it’s an awesome game and fun to play with friends!!","",0,NA,5,"R1G8C0UR3XJKQX","A special friend of mine loved it","branden","True","Game","Reviewed in the United States on January 19, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-19,"Awesome game! Definitely a great party game choice.","",0,NA,5,"R2LUUJTJ2GC6V6","Awesome Game","Andrew Becker","True","Game","Reviewed in the United States on January 19, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-19,"Hysterical game! So much fun to play with friends and family","",0,NA,5,"R32QEIGP4061LX","Play this game, you may pee your pants","Amazon Customer","True","Game","Reviewed in the United States on January 19, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-18,"I did not like this game. It seemed to be a poor spin-off of Cards Against Humanity.","",0,NA,3,"R3QHO41JK6Y4MA","Not very fun","Maiah Taylor","True","Game","Reviewed in the United States on January 18, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-18,"Definitely an adults only game, it’s a pretty fun time. It’s basically an adult version of Apples to Apples that’s not as raunchy and crass as Cards of Humanity. The box is sturdy and the cards can withstand handling.","",0,NA,4,"R1WCPJBFV26SH0","Adult, but not raunchy","M. Wilson","True","Game","Reviewed in the United States on January 18, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-18,"Easy to learn.","",0,NA,3,"R9BS7HD15S1MG","This game is not as fun as Cards Against Humanity.","Reno","True","Game","Reviewed in the United States on January 18, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-17,"Not very adult","",0,NA,3,"R2CMAFCLO9IO6U","Good game but a little bit tame","Rebecca S.","True","Game","Reviewed in the United States on January 17, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-17,"Was funny for around 5-10 mi s max.","",0,NA,2,"R1H9S0Q3J8QVE2","Boring","Sharon Masson","True","Game","Reviewed in the United States on January 17, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-17,"Really funny game but 100% not grandparent friendly. It’s just really raunchy. I don’t mind with my friends but playing with my parents was embarrassing...plus there’s a lot of slang they didn’t get.","",0,NA,5,"R2LKMNUAODNHEO","Raunchy but fun","Andrea Wells","True","Game","Reviewed in the United States on January 17, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-17,"The name is NSWF but it's mild compared to CAH. There were some rounds where no one was laughing because the judge card and the responses simply weren't funny. My family and myself included were hoping for a little more raunchy humor when playing this during the holidays. It's tradition after all.","",0,NA,2,"R16L984LTTYJ70","What A Dud","Caitlin","True","Game","Reviewed in the United States on January 17, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-17,"Love the game. Good for PG 13 and above, not X like Cards against Humanity.","",0,NA,4,"R2ASLBRF84FWHY","Love Playing This.","Amazon Customer","True","Game","Reviewed in the United States on January 17, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-17,"We had a great time playing this game - similar to our Meme game, but also different. We enjoyed it!","",0,NA,5,"R1V0SBR65MFQLG","Super Fun","kimberly a mount","True","Game","Reviewed in the United States on January 17, 2020",2020,"January","Friday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-16,"This was a fun game to play with adult family members. It wasn't as inappropriate as some of the other similar games, which was nice.","",0,NA,5,"R3MVP8M5Z7JQGQ","A Good Time","Caitlyn","True","Game","Reviewed in the United States on January 16, 2020",2020,"January","Thursday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-16,"Great all around game","",0,NA,5,"R3SYOVWISA9JJH","Love it","drake wroblewski","True","Game","Reviewed in the United States on January 16, 2020",2020,"January","Thursday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-16,"It was a fun game, gave me a good laugh.","",0,NA,5,"RQPGMQZ4U9DV5","Great game","SPC meeske","True","Game","Reviewed in the United States on January 16, 2020",2020,"January","Thursday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-15,"Funny game. Does get old a little faster than CAH.","",0,NA,4,"RPC2ANOOAUE4K","Fun!","Amazon Customer","True","Game","Reviewed in the United States on January 15, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-15,"kids loved it","",0,NA,5,"R33E0OBE7IUCF8","GREAT PRODUCT","Robert Pier","True","Game","Reviewed in the United States on January 15, 2020",2020,"January","Wednesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-14,"My 20 year old daughter had this game and a group of family members played Christmas evening. It was a lot of fun, easy to use and learn and basically a less shocking version of Cards Against Humanity (which we own) the younger crowd seems to love this game and there are a lot of really funny played cards. The problem was that my 12 year old really wanted to play with us and so we removed the “kid inappropriate” cards. Then she loved playing with us and asked for the game for her birthday. After a lot of thought and reading reviews I bought it for her birthday. It did take 5 adults reading every single card to remove any “kid inappropriate” cards but it is possible if your not a super weird strict parent to remove all the “super inappropriate” cards from the deck. My daughter and her friends had a great time playing with the the rest of the deck. I didn’t count all the cards we removed but it was a quarter of the total cards. But now everyone is happy and we still have a fun game! Well worth the money and it’s very very funny!","",22,NA,4,"R25VB1KH9AHCV7","Bought for my 12 year old.....","Sadie","True","Game","Reviewed in the United States on January 14, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-14,"I bought this game for my monthly game nights with family & friends. Thought it would be a great new game to play. We found it quite boring & just a rip off of cards against humanity. Definitely didn’t think the cards were as clever nor as funny as it’s competitors. Not worth the buy.","",0,NA,2,"R8Y4LV3K3Z04Q","Boring.","Michaela Indino","True","Game","Reviewed in the United States on January 14, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-14,"This game is pretty fun and funny. But I set my standards too high! It is more of a ""I need alcohol for it to be funny"" than just a funny while sober game.","",0,NA,3,"R2TZ7MUJEF28EM","Okay, but not one of the best card games out there","Ila","True","Game","Reviewed in the United States on January 14, 2020",2020,"January","Tuesday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-13,"It wasnt the best game. Kind of boring.","",0,NA,3,"R1KOPJJOBD3FAY","Average game","Heidi","True","Game","Reviewed in the United States on January 13, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-13,"Could definitely be more “adult”","",0,NA,1,"R2RMAG7A455K4Q","Not very “adult”","suzy","True","Game","Reviewed in the United States on January 13, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-13,"Great game. Lots of laughs.","",0,NA,5,"R33PQOEJ27JI08","Very fun!","Amazon Customer","True","Game","Reviewed in the United States on January 13, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-13,"Only fun for one playthrough. If that...","",0,NA,3,"R3PMSBEKJVG0AE","Middle school humor","Joseph Hortie","True","Game","Reviewed in the United States on January 13, 2020",2020,"January","Monday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-12,"The cards are all hit or miss in the game. Most times the replies never match the context of the inbox card and aren't funny enough on their own to be redeemable. A lot of rounds play with my big group of friends resulted in many rounds having a bunch of ""throw away"" cards because nothing was really applicable to the inbox card. The replies are cringe-worthy most of the time and seem like they're written by some out-of-touch writer at the WDYM headquarters. Even though its made by the same creators as What Do You Meme, the game doesn't live up to its potential or the creator's reputation.","",0,NA,3,"R1PNC89CL6VWUB","Great for groups of friends with no sense of humor","Jessica Lee","False","Game","Reviewed in the United States on January 12, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-12,"Definitely fun for ADULTS.","",0,NA,5,"R1KJ6NEPX3T2WN","Good for laughs","Jill Cooke","True","Game","Reviewed in the United States on January 12, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-12,"Fun game","",0,NA,5,"RD14EOHB4AVUE","Game night","kristine Chiusano","True","Game","Reviewed in the United States on January 12, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-12,"We loved this game! So much fun! We have it to a couple of our friends for Christmas and they loved it! Definitely for 18+!","",0,NA,5,"R2RJUFQ8ST51TO","Love this game!","Kaycee Smoot","True","Game","Reviewed in the United States on January 12, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-12,"Hilarious game! We played for a few hours amd it never got old.","",0,NA,5,"R2CJMJP2JS081U","Great game!","Cat","True","Game","Reviewed in the United States on January 12, 2020",2020,"January","Sunday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-11,"Lots of fun. So many laughs!","",0,NA,5,"R153G9EYVMKBZ1","Hilarious","Primer","True","Game","Reviewed in the United States on January 11, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-11,"Fun game!","",0,NA,5,"RRZKV0KZSIDNZ","Giftable","Christine Eckhardt","True","Game","Reviewed in the United States on January 11, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-11,"I am an avid Cards Against Humanity card collector, I love the vulgarity of the game and it's hilarious combinations. NPWT is not vulgar AT ALL. For the reviews here that say it’s vulgar you’re WAY too sensitive for this life... My husband and I bought this game excited for something “new” (as if feels like a copy cat of CAH) and were immediately disappointed with the middle school phrases on the cards. We immediately returned this game without even one round of play. We didn’t want to embarrass ourselves bringing this out to play with friends.","",0,NA,1,"R1VIZVZTXHP35R","If you like CAH skip this!","PugMotherOf3","False","Game","Reviewed in the United States on January 11, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-11,"Kinda lame. Tries to be CAH, but the cards just aren’t funny","",0,NA,2,"R1X2Z66XRT9DWH","Not worth your cash","Amy M.","True","Game","Reviewed in the United States on January 11, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
"B07PZF5C2J",2020-01-11,"Fun game and easy to use. Makes for a great gift too!","",0,NA,5,"R24EZMOZ2WCP97","Fun game, makes a great gift too","Amazon Customer","True","Game","Reviewed in the United States on January 11, 2020",2020,"January","Saturday","2020/01","Q1",2020 Q1,"the United States"
